model,response
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,Hotspot Shield,Windscribe,ProtonVPN,Atlas VPN"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Mullvad, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, CyberGhost, IPVanish, ProtonVPN, HideMyAss, VyprVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, HideMyAss, Windscribe"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, CyberGhost, TunnelBear, ProtonVPN, IPVanish, HotspotShield, PureVPN, Surfshark"
deepseek-v3,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, TunnelBear, Hotspot Shield, ProtonVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, PrivateInternetAccess, HotspotShield, CyberGhost, Surfshark, IPVanish, StrongVPN"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, VyprVPN, TunnelBear"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Hotspot Shield, TunnelBear"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Atlas VPN,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, IPVanish, StrongVPN, ProtonVPN, HideMyAss, PureVPN"
deepseek-v3,"NordVPN,ExpressVPN,Surfshark,CyberGhost,IPVanish,Private Internet Access,VyprVPN,Hotspot Shield,ProtonVPN,TunnelBear"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, TunnelBear, PrivateInternetAccess, HotspotShield, IPVanish, PureVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Atlas VPN,Hotspot Shield,TunnelBear"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, CyberGhost, PrivateInternetAccess, IPVanish, HideMyAss, PureVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, VyprVPN, TunnelBear, Hotspot Shield, ProtonVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Windscribe, TunnelBear"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Windscribe,TunnelBear,Atlas VPN"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, ProtonVPN, CyberGhost, IPVanish, StrongVPN, HideMyAss, Surfshark"
deepseek-v3,"ExpressVPN,NordVPN,CyberGhost,Surfshark,Private Internet Access,HideMyAss,IPVanish,Hotspot Shield,VyprVPN,TunnelBear"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,Atlas VPN,ProtonVPN,Hotspot Shield,TunnelBear"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, IPVanish, Private Internet Access, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, Surfshark, Hotspot Shield, IPVanish, PureVPN"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, IPVanish, ProtonVPN, HotspotShield, PureVPN, Surfshark"
deepseek-v3,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,VyprVPN,Hotspot Shield,TunnelBear,ProtonVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, Hotspot Shield"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,Atlas VPN,ProtonVPN,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, IPVanish, ProtonVPN, CyberGhost, PureVPN, Surfshark, HotspotShield"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, Windscribe, ProtonVPN, AtlasVPN"
claude-3-5-sonnet-latest,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Hotspot Shield, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, ProtonVPN, PrivateInternetAccess, Hidemyass, IPVanish, StrongVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,Atlas VPN,ProtonVPN,Hotspot Shield,TunnelBear"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, HotspotShield, ProtonVPN, Surfshark, IPVanish, PureVPN"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
chatgpt-4o-latest,"ExpressVPN,NordVPN,CyberGhost,Surfshark,Private Internet Access,Hotspot Shield,IPVanish,ProtonVPN,Windscribe,TunnelBear"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,Atlas VPN,Proton VPN,Windscribe,TunnelBear"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, PrivateInternetAccess, CyberGhost, IPVanish, StrongVPN, HotspotShield, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, VyprVPN, Hotspot Shield"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, PIA, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, Surfshark, IPVanish, StrongVPN, HotspotShield"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,AtlasVPN,Hotspot Shield,TunnelBear"
claude-3-5-sonnet-latest,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, Surfshark, Private Internet Access, CyberGhost, IPVanish, Hotspot Shield, StrongVPN"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, IPVanish, Private Internet Access, Hotspot Shield, VyprVPN, TunnelBear"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, Windscribe, TunnelBear"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,TunnelBear,Atlas VPN,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Hotspot Shield, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, CyberGhost, TunnelBear, ProtonVPN, IPVanish, StrongVPN, Surfshark, HotspotShield"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, ProtonVPN, TunnelBear, Hotspot Shield"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, Windscribe, TunnelBear"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, PrivateInternetAccess, CyberGhost, IPVanish, StrongVPN, HotspotShield, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access (PIA), IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, AtlasVPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, HotspotShield, IPVanish, PureVPN, ProtonVPN, VyprVPN"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, ProtonVPN, Hotspot Shield, CyberGhost, VyprVPN, StrongVPN"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Hotspot Shield, Atlas VPN, ProtonVPN, Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, Private Internet Access, IPVanish, TunnelBear, Hotspot Shield, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, PrivateInternetAccess, IPVanish, StrongVPN, HotspotShield, ProtonVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, VyprVPN, TunnelBear"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, VyprVPN, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, CyberGhost, TunnelBear, IPVanish, PureVPN, HotspotShield, Surfshark, ProtonVPN"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,ProtonVPN,Windscribe,TunnelBear,Hotspot Shield"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, HideMyAss, TunnelBear, Hotspot Shield"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, IPVanish, StrongVPN, HotspotShield, CyberGhost, Surfshark, ProtonVPN"
deepseek-v3,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,VyprVPN,Hotspot Shield,StrongVPN,TunnelBear"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Hotspot Shield, Windscribe"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, AtlasVPN, VyprVPN, Windscribe"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, Surfshark, HotspotShield, IPVanish, PureVPN"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, PrivateInternetAccess, CyberGhost, IPVanish, HotspotShield, PureVPN, Surfshark"
deepseek-v3,"NordVPN,ExpressVPN,CyberGhost,IPVanish,ProtonVPN,Hotspot Shield,Windscribe,TunnelBear,Private Internet Access,Surfshark"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,IPVanish,ProtonVPN,Windscribe,Hotspot Shield,TunnelBear"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, Private Internet Access, IPVanish, Hotspot Shield, PureVPN, ProtonVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, Hotspot Shield, ProtonVPN, IPVanish, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Hotspot Shield, Proton VPN, Mullvad"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, CyberGhost, TunnelBear, HotspotShield, ProtonVPN, IPVanish, StrongVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, Private Internet Access, IPVanish, TunnelBear, Windscribe, AtlasVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess, TunnelBear, ProtonVPN, Surfshark, IPVanish, StrongVPN, HotspotShield"
deepseek-v3,"NordVPN,ExpressVPN,CyberGhost,Surfshark,Private Internet Access,VyprVPN,IPVanish,TunnelBear,Hotspot Shield,ProtonVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,ProtonVPN,Hotspot Shield,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, AtlasVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, Hotspot Shield, ProtonVPN, IPVanish, StrongVPN, PureVPN"
deepseek-v3,"ExpressVPN,NordVPN,Surfshark,CyberGhost,IPVanish,Private Internet Access,VyprVPN,HideMyAss,StrongVPN,Hotspot Shield"
chatgpt-4o-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,"NordVPN,ExpressVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,Atlas VPN,ProtonVPN,TunnelBear,Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, CyberGhost, IPVanish, HotspotShield, ProtonVPN, PureVPN, Surfshark"
deepseek-v3,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, ProtonVPN, Private Internet Access, TunnelBear, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, Windscribe, TunnelBear"
gemini-2.0-flash-exp,"ExpressVPN,NordVPN,Surfshark,CyberGhost,Private Internet Access,IPVanish,Atlas VPN,ProtonVPN,Windscribe,TunnelBear"
