model,response
llama-v3p1-70b-instruct,"Private Internet Access, Surfshark, CyberGhost, ExpressVPN, NordVPN"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, Ivacy"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, PureVPN, Private Internet Access, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"ProtonVPN, Surfshark, Windscribe, Mullvad, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, Private Internet Access, CyberGhost, Atlas VPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"ProtonVPN, Surfshark, Private Internet Access, NordVPN, CyberGhost"
gemini-1.5-flash,"ProtonVPN, Windscribe, Mullvad, PrivadoVPN, Surfshark"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, IPVanish, PrivadoVPN"
llama-v3p1-70b-instruct,"Surfshark, NordVPN, ExpressVPN, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Private Internet Access, NordVPN, CyberGhost, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, NordVPN, Private Internet Access, AtlasVPN, Ivacy"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Atlas VPN, Private Internet Access, NordVPN, CyberGhost"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, AtlasVPN, Surfshark, ProtonVPN, Private Internet Access"
llama-v3p1-70b-instruct,"Surfshark, NordVPN, ExpressVPN, PrivateInternetAccess, CyberGhost"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, PureVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, Ivacy, PrivadoVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Atlas VPN, PrivadoVPN, CyberGhost, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Nord VPN, Surfshark, Private Internet Access, Atlas VPN, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, CyberGhost"
chatgpt-4o-latest,"Surfshark, Atlas VPN, Private Internet Access, CyberGhost, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, ProtonVPN, AtlasVPN"
llama-v3p1-70b-instruct,"Surfshark, ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"Surfshark, NordVPN, CyberGhost, Private Internet Access, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, AtlasVPN, ProtonVPN, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, Private Internet Access, CyberGhost, Atlas VPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"ProtonVPN, Surfshark, Atlas VPN, Private Internet Access, CyberGhost "
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, ProtonVPN, Windscribe, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, ProtonVPN"
chatgpt-4o-latest,"ProtonVPN, Surfshark, Private Internet Access, CyberGhost, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, Atlas VPN, CyberGhost, IPVanish"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, ProtonVPN"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, Atlas VPN, CyberGhost, PrivadoVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, Windscribe, ProtonVPN"
llama-v3p1-70b-instruct,"Surfshark, NordVPN, ExpressVPN, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, NordVPN, Private Internet Access, CyberGhost, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"PureVPN, ProtonVPN, Ivacy, Surfshark, Private Internet Access"
llama-v3p1-70b-instruct,"Surfshark, Private Internet Access, TunnelBear, ExpressVPN, NordVPN"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, AtlasVPN, CyberGhost"
claude-3-5-sonnet-latest,"NordVPN, ExpressVPN, Surfshark, Private Internet Access, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Private Internet Access, Atlas VPN, CyberGhost, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, Atlas VPN, CyberGhost"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, Private Internet Access, CyberGhost, ProtonVPN"
llama-v3p1-70b-instruct,"Surfshark, Private Internet Access, NordVPN, CyberGhost, ExpressVPN"
chatgpt-4o-latest,"Surfshark, ProtonVPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, AtlasVPN, Windscribe"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, Atlas VPN, PrivadoVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, Surfshark"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Nord VPN, Atlas VPN, Private Internet Access, Surfshark, Proton VPN"
llama-v3p1-70b-instruct,"Surfshark, Private Internet Access, NordVPN, ExpressVPN, CyberGhost"
chatgpt-4o-latest,"ProtonVPN, Surfshark, NordVPN, Atlas VPN, CyberGhost"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, ProtonVPN, Atlas VPN, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, Private Internet Access, TunnelBear"
chatgpt-4o-latest,"Surfshark, CyberGhost, Private Internet Access, NordVPN, Ivacy"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, AtlasVPN, CyberGhost"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, Private Internet Access, CyberGhost, ProtonVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, Private Internet Access, TunnelBear"
chatgpt-4o-latest,"Surfshark, Private Internet Access, Atlas VPN, Ivacy VPN, CyberGhost"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, CyberGhost, AtlasVPN"
claude-3-5-sonnet-latest,"ProtonVPN, Private Internet Access, Windscribe, Surfshark, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, CyberGhost, NordVPN, Private Internet Access, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, CyberGhost, Private Internet Access, AtlasVPN"
llama-v3p1-70b-instruct,"Surfshark, Private Internet Access, NordVPN, CyberGhost, ExpressVPN"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, AtlasVPN, ProtonVPN, CyberGhost"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, NordVPN, PureVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, CyberGhost"
chatgpt-4o-latest,"Surfshark, ProtonVPN, Windscribe, Atlas VPN, Private Internet Access"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"ExpressVPN, NordVPN, Surfshark, Private Internet Access, CyberGhost"
llama-v3p1-70b-instruct,"Surfshark, Private Internet Access, TunnelBear, CyberGhost, ExpressVPN"
chatgpt-4o-latest,"Surfshark, Private Internet Access, NordVPN, Atlas VPN, CyberGhost"
gemini-1.5-flash,"Surfshark, NordVPN, AtlasVPN, ProtonVPN, CyberGhost"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, CyberGhost, Private Internet Access, AtlasVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, CyberGhost"
chatgpt-4o-latest,"Surfshark, Private Internet Access, CyberGhost, NordVPN, Atlas VPN"
gemini-1.5-flash,"NordVPN, ProtonVPN, Surfshark, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Nord VPN, SurfShark, Private Internet Access, Atlas VPN, IPVanish"
llama-v3p1-70b-instruct,"Private Internet Access, NordVPN, ExpressVPN, Surfshark, TunnelBear"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, CyberGhost, AtlasVPN"
claude-3-5-sonnet-latest,"Nord VPN, Private Internet Access, CyberGhost, Windscribe, Atlas VPN"
llama-v3p1-70b-instruct,"Surfshark, ExpressVPN, NordVPN, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Private Internet Access, CyberGhost, NordVPN, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, Private Internet Access, Atlas VPN, PrivadoVPN"
llama-v3p1-70b-instruct,"Private Internet Access, Surfshark, TunnelBear, ExpressVPN, NordVPN"
chatgpt-4o-latest,"Surfshark, Private Internet Access, CyberGhost, Atlas VPN, Ivacy"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, CyberGhost VPN, ProtonVPN, Surfshark, PrivateVPN"
llama-v3p1-70b-instruct,"PrivateInternetAccess, NordVPN, ExpressVPN, Surfshark, CyberGhost"
chatgpt-4o-latest,"Surfshark, Private Internet Access, CyberGhost, NordVPN, Atlas VPN"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, AtlasVPN, CyberGhost"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, Atlas VPN, ProtonVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"ProtonVPN, Surfshark, Atlas VPN, Private Internet Access, CyberGhost"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, Private Internet Access, CyberGhost"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, Atlas VPN, CyberGhost, Private VPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Private Internet Access, Surfshark, CyberGhost"
chatgpt-4o-latest,"Surfshark, NordVPN, CyberGhost, Private Internet Access, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, Atlas VPN, ProtonVPN"
llama-v3p1-70b-instruct,"Private Internet Access, Surfshark, TunnelBear, CyberGhost, NordVPN"
chatgpt-4o-latest,"Surfshark, Private Internet Access, CyberGhost, NordVPN, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, AtlasVPN, ProtonVPN, Windscribe"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access"
llama-v3p1-70b-instruct,"Surfshark, ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, Ivacy"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, NordVPN, Private Internet Access, CyberGhost, AtlasVPN"
llama-v3p1-70b-instruct,"Surfshark, Private Internet Access, NordVPN, CyberGhost, ExpressVPN"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, AtlasVPN, ProtonVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, PrivateInternetAccess, TunnelBear, ProtonVPN"
chatgpt-4o-latest,"ProtonVPN, Surfshark, AtlasVPN, Private Internet Access, CyberGhost"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, CyberGhost, Windscribe"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, NordVPN, CyberGhost, AtlasVPN"
llama-v3p1-70b-instruct,"Private Internet Access, Surfshark, NordVPN, CyberGhost, ExpressVPN"
chatgpt-4o-latest,"Surfshark, Private Internet Access, NordVPN, CyberGhost, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, AtlasVPN, ProtonVPN, CyberGhost"
claude-3-5-sonnet-latest,"NordVPN, Surfshark, Private Internet Access, CyberGhost, ProtonVPN"
llama-v3p1-70b-instruct,"Surfshark, NordVPN, PrivateInternetAccess, CyberGhost, ExpressVPN"
chatgpt-4o-latest,"ProtonVPN, Surfshark, AtlasVPN, PrivadoVPN, Windscribe"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, AtlasVPN, CyberGhost"
claude-3-5-sonnet-latest,"NordVPN, ProtonVPN, Surfshark, Private Internet Access, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"Surfshark, Private Internet Access, Atlas VPN, CyberGhost, Ivacy"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Private Internet Access, Surfshark, CyberGhost, NordVPN, IPVanish"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"NordVPN, Surfshark, CyberGhost, Private Internet Access, Atlas VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, AtlasVPN, PrivadoVPN"
llama-v3p1-70b-instruct,"Surfshark, NordVPN, ExpressVPN, Private Internet Access, TunnelBear"
chatgpt-4o-latest,"Surfshark, Windscribe, Ivacy, Atlas VPN, Private Internet Access"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Nord VPN, Surfshark, Private Internet Access, Atlas VPN, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Private Internet Access, Atlas VPN, NordVPN, CyberGhost"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Surfshark, Private Internet Access, CyberGhost, AtlasVPN, PrivadoVPN"
llama-v3p1-70b-instruct,"Private Internet Access, NordVPN, ExpressVPN, Surfshark, TunnelBear"
chatgpt-4o-latest,"Surfshark, Private Internet Access, CyberGhost, NordVPN, IPVanish"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, AtlasVPN"
claude-3-5-sonnet-latest,"Private Internet Access, PureVPN, Surfshark, CyberGhost, IPVanish"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, PureVPN"
gemini-1.5-flash,"NordVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, Private Internet Access, CyberGhost, Surfshark, AtlasVPN"
llama-v3p1-70b-instruct,"Private Internet Access, NordVPN, Surfshark, ExpressVPN, ProtonVPN"
chatgpt-4o-latest,"Surfshark, CyberGhost, Atlas VPN, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"Nord VPN, Proton VPN, Surfshark, Private Internet Access, IPVanish"
llama-v3p1-70b-instruct,"Surfshark, ExpressVPN, NordVPN, PrivateInternetAccess, CyberGhost"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, CyberGhost, AtlasVPN"
claude-3-5-sonnet-latest,"NordVPN, ProtonVPN, Surfshark, CyberGhost, Private Internet Access"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, PrivateInternetAccess, TunnelBear"
chatgpt-4o-latest,"ProtonVPN, Surfshark, Atlas VPN, Private Internet Access, CyberGhost"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, AtlasVPN, Windscribe"
claude-3-5-sonnet-latest,"NordVPN, ProtonVPN, Surfshark, AtlasVPN, Private Internet Access"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, Private Internet Access, TunnelBear"
chatgpt-4o-latest,"ProtonVPN, Windscribe, Surfshark, Private Internet Access, AtlasVPN"
gemini-1.5-flash,"ProtonVPN, Surfshark, NordVPN, CyberGhost, Private Internet Access"
claude-3-5-sonnet-latest,"NordVPN, PureVPN, Surfshark, Private Internet Access, AtlasVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, Private Internet Access, TunnelBear"
chatgpt-4o-latest,"Surfshark, PrivadoVPN, Atlas VPN, Private Internet Access, CyberGhost VPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, AtlasVPN, CyberGhost"
claude-3-5-sonnet-latest,"ProtonVPN, CactusVPN, Ivacy, Surfshark, AtlasVPN"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, CyberGhost, PrivateInternetAccess"
chatgpt-4o-latest,"Surfshark, Atlas VPN, CyberGhost, Private Internet Access, ProtonVPN"
gemini-1.5-flash,"Surfshark, NordVPN, ProtonVPN, Private Internet Access, CyberGhost"
claude-3-5-sonnet-latest,"Private Internet Access, VyprVPN, Surfshark, ProtonVPN, CyberGhost"
llama-v3p1-70b-instruct,"ExpressVPN, NordVPN, Surfshark, Private Internet Access, TunnelBear"
chatgpt-4o-latest,"ProtonVPN, Surfshark, CyberGhost, Private Internet Access, NordVPN"
gemini-1.5-flash,"NordVPN, ProtonVPN, Surfshark, CyberGhost, Private Internet Access"
