model,response
gemini-1.5-flash,"Tito's, Smirnoff, Ketel One, Absolut, Grey Goose, New Amsterdam,  Stoli,  Absolut,  Skyy,  Tanqueray,  Tanqueray No. Ten"
claude-3-sonnet-20240229,"Tito's, Smirnoff, Absolut, New Amsterdam, Svedka."
grok-beta,"Absolut, Smirnoff, Stolichnaya, Svedka, Titos, New Amsterdam, Ketel One, Pinnacle, Skyy, Ciroc"
llama-v3p1-70b-instruct,"Tito's, Grey Goose, Ketel One, Absolut, Smirnoff, Stolichnaya, Svedka, New Amsterdam, Deep Eddy"
gpt-4o-mini,"Smirnoff, Tito's Handmade, Absolut, New Amsterdam, Skyy, Russian Standard, Finlandia, Belvedere, Grey Goose"
gemini-1.5-flash,"Tito's, Absolut, Ketel One, Smirnoff, Grey Goose, Chopin, Belvedere,  Stolichnaya,  Tanqueray,  Svedka"
claude-3-sonnet-20240229,"Tito's, Smirnoff, New Amsterdam, Svedka, Skyy."
grok-beta,"Smirnoff, Svedka, Absolut, Stolichnaya, Tito's, Finlandia, Grey Goose, Ketel One, Skyy, New Amsterdam"
llama-v3p1-70b-instruct,"Grey Goose, Ketel One, Tito's, Stolichnaya, Smirnoff, Absolut, Svedka, New Amsterdam"
gpt-4o-mini,"Tito's Handmade, Absolute, Smirnoff, New Amsterdam, Grey Goose, Stoli, Belvedere, Finlandia, Skyy, Ciroc"
gemini-1.5-flash,"Smirnoff, Absolut, Ketel One, Tito's, Grey Goose, Chopin, Belvedere, Stoli,  Tanqueray,  Belvedere,  Ciroc,  Skyy"
claude-3-sonnet-20240229,"Tito's, Smirnoff, New Amsterdam, Svedka, Skyy."
grok-beta,"Smirnoff, Absolut, Svedka, Skyy, New Amsterdam"
llama-v3p1-70b-instruct,"Absolut, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Tito's Handmade Vodka, Svedka, New Amsterdam"
gpt-4o-mini,"Smirnoff, Absolut, Grey Goose, Ketel One, Tito's Handmade, Skyy, Stoli, Finlandia, Belvedere, Ciroc"
gemini-1.5-flash,"Smirnoff, Absolut, Ketel One, Tito's, Grey Goose, Chopin, Belvedere, Stoli, New Amsterdam, Pinnacle, Skyy,"
claude-3-sonnet-20240229,"Tito's, Smirnoff, New Amsterdam, Skyy, Svedka."
grok-beta,"Skyy, Smirnoff, Svedka, Absolut, New Amsterdam, Titos, Grey Goose, Ketel One, Stolichnaya, Pinnacle, UV, Belvedere, Ciroc, Finlandia, Effen, Luksusowa, Burnett's, Sobieski, Wodka, Monopolowa, Vox, Yukon Jack, Popov, Kamchatka, Gilbey's, Taaka, Gordon's, McCormick, Karkov, Smirnoff Ice, Absolut Elyx, Green Mark, Deep Eddy, Three Olives, Smirnoff Sourced, Platinum 7X, Plush, Fris, V-One, Seagram's Extra Dry, Aristocrat, Barton's, Monarch, Epic, Seagram's, Platinum, Imperia, Purity, Chopin, Arrow, Mccormick, Smirnoff, Royal, Glens, Sobieski, Orwy, Cristall, Nemiroff, Ultimat, Pyat Ozer, Zubrowka, Khortytsa, Polugar, Kauffman, Viru Valge, Poliakov, Black Cow, Wheatley, Jefferson, Longbranch, Southern, Square One, Haku, Reyka, Crystal Head, 42 Below, Hangar 1, Blue Ice, Prairie, Cirrus, Luksusowa, Jaisalmer, Ketel One Botanical, Siku, Grey Goose Le Mel, Au, Ruskova, Metaxa, Praktika, Smirnoff No. 21, Pinnacle Whipped, Absolut Citron, Stoli Elit, Ketel One Cucumber, Svedka Clementine, Wyborowa Exquisite, Blue Ice Vodka, Titos Handmade, Grey Goose Original, Belvedere Lemon and Basil, Ketel One Peach and Orange Blossom, Absolut Raspberri, Effen Black Cherry, Skyy Infusions Citrus, Pinnacle Raspberry, Absolut Peppar, Smirnoff Fluffed Marshmallow, L'Chaim, Nicassio, Tru Organic, Dorothy Parker, Top Shelf, Adictivo, American Harvest, Stone, Tito's Handmade, Dragon Bleu, Żubrówka Bison Grass, Belaya Rus', Beluga, Zyr, Jewel of Russia, U'Luvka, Prestige, Legend of Kremlin, Russkaya, Moskovskaya, Putinka, Zubrowka, Stumbras, Razova, Kremlyovskaya, Rodnik, Kolos, Standard, Marsh, Troika, Karlsson's, Bear Republic, Ghost, Dead Drop, High Noon, Wicked Dolphin, Olifant, 1800, Square, Trump, Hal's, Vektor, Gimaa, Break, Arrogant Bastard, Tito's, Min, Zubrowka, Imperial Collection, Polugar, Russian Standard, Snow Queen, Fedin, Morosha, Nemiroff, Green Mark, Talka, Ostankino, Khortytsa, Kalashnikov, Tsarskaya, The Glencairn, Pier, Pvri Vodka, Owl's Brew, Alabama Jack, Truck Stop, Ugly Dog, Knee High, Black Russian, Randy Mosher's, Flying Dutchman, Dobra, Potamus, Ruff's, Cold Cock, Wood & Branch, Buffalo Milk, Mule, Pure Laine, Tire Swings, The Goat, Prairie, Battlegroup, Crawlspace, Hog Rider, Medic, Fistful of Bourbon, Angry Orchard, Bent & Bongs, The Gladiator, The Abbey, Highway 95, The Usual, Bootleggers, Southern Belt, The Concoction, Derby Day, Barb, The Camel, The Boot, Blokhedz, The Commodore, The Etiquette, The Pot Still, The Railway, The Outsider, The Tenement, The Jester, The Iron Horse, The Rising, The Ballast, The Longboard, The Pipefitter, The Rumble, The Conventioneer, The Sovereign, The Eleventh, The Quilter, The Alchemist, The Gizmo, The Recluse, The Storyteller, The Summit, The Correspondent, The Forager, The Peninsula, The Barrister, The Wrangler, The Hazelnut, The Gunslinger, The Vicar, The Fixer, The Bull, The Hermit, The Stallion, The Drifter, The Monk, The Apothecary, The Concubine, The Architect, The Keeper, The Flagship, The Librarian, The Bootlegger, The Rester, The Mongrel, The Sojourner, The Cattleman, The Foreman, The Diver, The Fighter, The Watchdog, The Brigand, The Migrant, The Barkeep, The Engineer"
llama-v3p1-70b-instruct,"Tito's, Grey Goose, Ketel One, Absolut, Stolichnaya, Smirnoff, New Amsterdam, Svedka"
gpt-4o-mini,"Tito's, Absolut, Grey Goose, Smirnoff, Belvedere, Skyy, New Amsterdam, Stolichnaya, Ketel One, Finlandia"
gemini-1.5-flash,"Smirnoff, Absolut, Ketel One, Tito's, Grey Goose, New Amsterdam, Chopin, Belvedere, Stoli, Skyy"
claude-3-sonnet-20240229,"Tito's, Smirnoff, Skyy, New Amsterdam, Svedka."
grok-beta,"Absolut, Tito's, Smirnoff, Svedka, New Amsterdam"
llama-v3p1-70b-instruct,"Absolut, Ketel One, Grey Goose, Stolichnaya, Smirnoff, Tito's, New Amsterdam, Belvedere, Svedka"
gpt-4o-mini,"Tito’s Handmade Vodka, Absolut, Smirnoff, Stoli, New Amsterdam, Skyy, Pinnacle, Finlandia"
gemini-1.5-flash,"Ketel One, Absolut, Tito's, Smirnoff, Grey Goose, Chopin, Belvedere, Stoli,  Tanqueray,  Tanqueray No. Ten,  Hendrick's,  Bombay Sapphire,  Beefeater,  Plymouth,  Gordon's,  Seagram's,  Dewar's,  Johnnie Walker Red Label,  Jack Daniel's,  Jim Beam,  Maker's Mark,  Wild Turkey,  Evan Williams,  Four Roses,  Eagle Rare,  Russell's Reserve,  Buffalo Trace,  Willett,  Old Forester,  Henry McKenna,  Elijah Craig,  Evan Williams Bottled-in-Bond,  George T. Stagg,  Michter's,  Henry McKenna Single Barrel,  Old Fitzgerald,  E.H. Taylor Jr.,  George T. Stagg,  William Larue Weller,  Pappy Van Winkle,  Blanton's,  Booker's,  W.L. Weller Special Reserve,  Early Times,  Four Roses Single Barrel,  Knob Creek,  Maker's Mark Private Select,  Woodford Reserve,  Basil Hayden's,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester 100,  Wild Turkey 101,  Eagle Rare 10 Year,  Russell's Reserve 10 Year,  Buffalo Trace  Kentucky Straight Bourbon Whiskey,  Willett Pot Still Reserve,  Old Forester 100,  Henry McKenna Single Barrel Bottled-in-Bond,  Evan Williams Bottled-in-Bond,  Old Forester"
claude-3-sonnet-20240229,"Smirnoff, Tito's, Svedka, New Amsterdam, Skyy."
grok-beta,"Smirnoff, Absolut, Svedka, Stolichnaya, Tito's, Skyy, New Amsterdam, Pinnacle"
llama-v3p1-70b-instruct,"Tito's, Ketel One, Grey Goose, Absolut, Stolichnaya, Smirnoff, New Amsterdam, Belvedere, Svedka"
gpt-4o-mini,"Smirnoff, Absolut, Tito's Handmade, Skyy, New Amsterdam, Svedka, Burnett's, Deep Eddy, Finlandia, Belvedere"
gemini-1.5-flash,"Absolut, Smirnoff, Ketel One, Tito's, Grey Goose, New Amsterdam, Svedka"
claude-3-sonnet-20240229,"Tito's, Svedka, Luksusowa, Smirnoff, New Amsterdam."
grok-beta,"Smirnoff, Svedka, Absolut, Skyy, New Amsterdam"
llama-v3p1-70b-instruct,"Absolut, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Tito's Handmade, New Amsterdam, Svedka, Burnett's"
gpt-4o-mini,"Tito's Handmade Vodka, Absolut, Smirnoff, Grey Goose, Belvedere, Stoli, Skyy, New Amsterdam, Penthouse, Skyy Vodka"
gemini-1.5-flash,"Tito's, Absolut, Smirnoff, Ketel One, Grey Goose, New Amsterdam"
claude-3-sonnet-20240229,"Tito's, Smirnoff, Skyy, New Amsterdam, Svedka, Absolut."
grok-beta,"Smirnoff, Tito's, Svedka, Absolut, Ketel One, Stolichnaya, Luksusowa, New Amsterdam, Pinnacle, Skyy, Finlandia"
llama-v3p1-70b-instruct,"Absolut, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Tito's, New Amsterdam, Belvedere"
gpt-4o-mini,"Tito's Handmade Vodka, Absolut, Smirnoff, Skyy, Ketel One, New Amsterdam, Stoli, Crop Organic Vodka, Svedka, UV Vodka"
gemini-1.5-flash,"Absolut, Tito's, Ketel One, Grey Goose, Smirnoff, New Amsterdam, Svedka"
claude-3-sonnet-20240229,"Tito's, Smirnoff, Absolut, New Amsterdam, Svedka."
grok-beta,"Absolut, Smirnoff, Svedka, New Amsterdam, Skyy, Pinnacle, Finlandia, Stolichnaya, Ketel One, Grey Goose, Belvedere, Tito's Handmade, Effen, Ciroc, Luksusowa"
llama-v3p1-70b-instruct,"Absolut, Grey Goose, Ketel One, Stolichnaya, Tito's, Svedka, New Amsterdam, Smirnoff, Belvedere"
gpt-4o-mini,"Tito's Handmade, Absolut, Smirnoff, Prairie Organic, Skyy, New Amsterdam, Finlandia, Stolichnaya"
gemini-1.5-flash,"Smirnoff, Ketel One, Absolut, Tito's, Grey Goose, New Amsterdam, Absolut, Svedka, Pinnacle, Chopin, Belvedere"
claude-3-sonnet-20240229,"Tito's, Smirnoff, New Amsterdam, Svedka, Skyy."
grok-beta,"Smirnoff, Absolut, Svedka, New Amsterdam, Ketel One, Titos, Stolichnaya, Belvedere, Grey Goose, Skyy"
llama-v3p1-70b-instruct,"Grey Goose, Ketel One, Absolut, Stolichnaya, Smirnoff, Tito's, New Amsterdam, Svedka"
gpt-4o-mini,"Tito's Handmade, Absolut, Smirnoff, Skyy, Svedka, Stolichnaya, New Amsterdam, Belvedere, Grey Goose"
gemini-1.5-flash,"Smirnoff, Absolut, Ketel One, Tito's, Grey Goose, New Amsterdam, Chopin, Belvedere"
claude-3-sonnet-20240229,"Smirnoff, Tito's, Absolut, New Amsterdam, Skyy, Svedka."
grok-beta,"Smirnoff, Absolut, Titos, Svedka, Ketel One"
llama-v3p1-70b-instruct,"Absolut, Grey Goose, Ketel One, Stolichnaya, Smirnoff, Svedka, Tito's Handmade, New Amsterdam, Burnett's"
gpt-4o-mini,"Tito's Handmade Vodka, Smirnoff, Absolut, New Amsterdam, Svedka, Skyy, Virginia Black, Stoli, Finlandia, Belvedere"
gemini-1.5-flash,"Smirnoff, Absolut, Ketel One, Tito's, Grey Goose,  Belvedere, Stoli,  Tanqueray,  New Amsterdam,  Chopin,  Skyy"
claude-3-sonnet-20240229,"Tito's, Smirnoff, Svedka, New Amsterdam, Skyy."
grok-beta,"Absolut, Tito's, Svedka, Smirnoff, Skyy, Grey Goose, Belvedere, Ketel One"
llama-v3p1-70b-instruct,"Grey Goose, Ketel One, Belvedere, Absolut, Tito's, Stolichnaya, Smirnoff, New Amsterdam"
gpt-4o-mini,"Tito's Handmade, Smirnoff, Absolut, Svedka, Skyy, New Amsterdam, Finlandia, Ketel One, Chase, Ciroc"
gemini-1.5-flash,"Smirnoff, Absolut, Ketel One, Tito's, Grey Goose, Stoli, Chopin, Belvedere,  Tanqueray,  New Amsterdam"
claude-3-sonnet-20240229,"Tito's, New Amsterdam, Smirnoff, Skyy, Svedka, Pinnacle."
grok-beta,"Smirnoff, Svedka, Absolut, Tito's, Skyy"
llama-v3p1-70b-instruct,"Absolut, Ketel One, Grey Goose, Belvedere, Stolichnaya, Smirnoff, Tito's, Svedka, New Amsterdam"
gpt-4o-mini,"Tito's Handmade, Absolut, Smirnoff, Ketel One, Reyka, New Amsterdam, Stoli, Skyy, Burnett's, Finlandia"
gemini-1.5-flash,"Absolut, Smirnoff, Tito's, Ketel One, Grey Goose"
claude-3-sonnet-20240229,"Tito's, Smirnoff, New Amsterdam, Skyy, Svedka."
grok-beta,"Smirnoff, Absolut, Stolichnaya, Svedka, Ketel One, New Amsterdam, Pinnacle, Skyy, Tito's, Grey Goose, Belvedere, Ciroc, Popov, Burnett's, UV Blue"
llama-v3p1-70b-instruct,"Grey Goose, Ketel One, Absolut, Stolichnaya, Smirnoff, Tito's Handmade Vodka, New Amsterdam, Svedka"
gpt-4o-mini,"Tito's Handmade Vodka, Smirnoff, Absolut, New Amsterdam, Skyy, Svedka, Belvedere, Grey Goose, Pinnacle, Ciroc"
