model,response
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Ketel One
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Tito's
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Belvedere
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Belvedere
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Grey Goose
grok-beta,Ketel One
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Smirnoff
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Tito's
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Belvedere
gemini-1.5-flash,Stolichnaya
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Stolichnaya
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Ketel One
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Belvedere
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Tito's
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Belvedere
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Ketel One
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Absolut
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Stolichnaya
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Tito's
grok-beta,Ketel One
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Smirnoff
grok-beta,Stolichnaya
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Belvedere
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Belvedere
gemini-1.5-flash,Stolichnaya
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Belvedere
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Stolichnaya
claude-3-sonnet-20240229,Smirnoff
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Smirnoff
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Absolut
claude-3-sonnet-20240229,Smirnoff
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Belvedere
gemini-1.5-flash,Stolichnaya
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Grey Goose
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Tito's
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Grey Goose
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Stolichnaya
claude-3-sonnet-20240229,Tito's
grok-beta,Belvedere
llama-v3p1-70b-instruct,Grey Goose
gpt-4o-mini,Grey Goose
gemini-1.5-flash,Grey Goose
claude-3-sonnet-20240229,Tito's
grok-beta,Absolut
llama-v3p1-70b-instruct,Grey Goose
