model,q_number,response
chatgpt-4o-latest,4,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,4,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Mullvad, Hotspot Shield, Atlas VPN"
claude-3-5-sonnet-latest,4,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,4,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, ProtonVPN, HideMyAss, PureVPN, VyprVPN"
deepseek-v3,4,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,5,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,5,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,5,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Hotspot Shield, Windscribe"
llama-v3p1-70b-instruct,5,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, StrongVPN, ProtonVPN, Surfshark, Hotspot Shield"
deepseek-v3,5,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,6,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Hotspot Shield, Windscribe"
gemini-2.0-flash-exp,6,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,6,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,6,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, IPVanish, StrongVPN, Surfshark, Hotspot Shield"
deepseek-v3,6,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, IPVanish, Private Internet Access, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,7,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, Hotspot Shield, TunnelBear"
gemini-2.0-flash-exp,7,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Windscribe, Atlas VPN, Mullvad"
claude-3-5-sonnet-latest,7,"NordVPN, ExpressVPN, ProtonVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,7,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, StrongVPN, Hotspot Shield, CyberGhost, ProtonVPN, PureVPN"
deepseek-v3,7,"ExpressVPN, NordVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,8,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Windscribe, Hotspot Shield, TunnelBear"
gemini-2.0-flash-exp,8,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Hotspot Shield, TunnelBear, Atlas VPN"
claude-3-5-sonnet-latest,8,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, VyprVPN, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,8,"ExpressVPN, NordVPN, CyberGhost, TunnelBear, ProtonVPN, Private Internet Access, IPVanish, PureVPN, Surfshark, Hotspot Shield"
deepseek-v3,8,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, Hotspot Shield, IPVanish, TunnelBear, Mullvad"
chatgpt-4o-latest,9,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, Windscribe, TunnelBear"
gemini-2.0-flash-exp,9,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, Windscribe, TunnelBear"
claude-3-5-sonnet-latest,9,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Mullvad, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,9,"ExpressVPN, NordVPN, TunnelBear, Private Internet Access, IPVanish, CyberGhost, Hotspot Shield, PureVPN, StrongVPN, ProtonVPN"
deepseek-v3,9,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, TunnelBear, VyprVPN, Hotspot Shield"
chatgpt-4o-latest,10,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,10,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Windscribe, Atlas VPN, Mullvad"
claude-3-5-sonnet-latest,10,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,10,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, StrongVPN, HideMyAss, ProtonVPN, VyprVPN"
deepseek-v3,10,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, ProtonVPN, TunnelBear, Hotspot Shield"
chatgpt-4o-latest,11,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Windscribe, TunnelBear"
gemini-2.0-flash-exp,11,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Hotspot Shield, Atlas VPN, Windscribe"
claude-3-5-sonnet-latest,11,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, Hotspot Shield"
llama-v3p1-70b-instruct,11,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, Hotspot Shield, IPVanish, PureVPN, VyprVPN"
deepseek-v3,11,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,12,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, Windscribe, TunnelBear"
gemini-2.0-flash-exp,12,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Hotspot Shield, Windscribe, Atlas VPN"
claude-3-5-sonnet-latest,12,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, IPVanish, Private Internet Access, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,12,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, Private Internet Access, IPVanish, VyprVPN, CyberGhost, Hotspot Shield, StrongVPN"
deepseek-v3,12,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,13,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,13,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,13,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Windscribe, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,13,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, Hotspot Shield, PureVPN, ProtonVPN, VyprVPN"
deepseek-v3,13,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,14,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Windscribe, VyprVPN, TunnelBear"
gemini-2.0-flash-exp,14,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, TunnelBear"
claude-3-5-sonnet-latest,14,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, HideMyAss, Windscribe"
llama-v3p1-70b-instruct,14,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, ProtonVPN, Hotspot Shield, PureVPN, StrongVPN"
deepseek-v3,14,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, TunnelBear, VyprVPN, Hotspot Shield"
chatgpt-4o-latest,15,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Windscribe, VyprVPN, TunnelBear"
gemini-2.0-flash-exp,15,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, Atlas VPN, Windscribe"
claude-3-5-sonnet-latest,15,"NordVPN, ExpressVPN, CyberGhost, Surfshark, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, HideMyAss"
llama-v3p1-70b-instruct,15,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, Hotspot Shield, StrongVPN, VyprVPN"
deepseek-v3,15,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, VyprVPN, TunnelBear"
chatgpt-4o-latest,16,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, VyprVPN, Hotspot Shield, TunnelBear"
gemini-2.0-flash-exp,16,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, Atlas VPN, Windscribe"
claude-3-5-sonnet-latest,16,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, TunnelBear, Windscribe, PureVPN"
llama-v3p1-70b-instruct,16,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, IPVanish, StrongVPN, HideMyAss, Surfshark"
deepseek-v3,16,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,17,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,17,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Windscribe, Hotspot Shield"
claude-3-5-sonnet-latest,17,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Mullvad, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,17,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, Surfshark, IPVanish, Hotspot Shield, VyprVPN"
deepseek-v3,17,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
chatgpt-4o-latest,18,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,18,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, TunnelBear"
claude-3-5-sonnet-latest,18,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,18,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, Private Internet Access, IPVanish, CyberGhost, Hotspot Shield, StrongVPN, PureVPN"
deepseek-v3,18,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, VyprVPN, Hotspot Shield"
chatgpt-4o-latest,19,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,19,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Hotspot Shield, Windscribe, Atlas VPN"
claude-3-5-sonnet-latest,19,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, IPVanish, Private Internet Access, TunnelBear, Mullvad, Windscribe"
llama-v3p1-70b-instruct,19,"ExpressVPN, NordVPN, ProtonVPN, CyberGhost, Private Internet Access, TunnelBear, IPVanish, StrongVPN, Hotspot Shield, PureVPN"
deepseek-v3,19,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,20,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,20,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Proton VPN, Atlas VPN, Windscribe, Hide me"
claude-3-5-sonnet-latest,20,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, ProtonVPN, Private Internet Access, Windscribe, TunnelBear, Hotspot Shield"
llama-v3p1-70b-instruct,20,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, Hotspot Shield, ProtonVPN, Surfshark, PureVPN"
deepseek-v3,20,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,21,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, VyprVPN, Windscribe"
gemini-2.0-flash-exp,21,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, Windscribe"
claude-3-5-sonnet-latest,21,"ExpressVPN, NordVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,21,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, Surfshark, IPVanish, Hotspot Shield, Mullvad"
deepseek-v3,21,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, VyprVPN, Hotspot Shield, ProtonVPN, TunnelBear"
chatgpt-4o-latest,22,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,22,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Windscribe, Hotspot Shield"
claude-3-5-sonnet-latest,22,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, AtlasVPN, Windscribe, TunnelBear"
llama-v3p1-70b-instruct,22,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, CyberGhost, Hotspot Shield, IPVanish, Surfshark, PureVPN"
deepseek-v3,22,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, Hotspot Shield, IPVanish, TunnelBear, VyprVPN"
chatgpt-4o-latest,23,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, TunnelBear, Windscribe, VyprVPN"
gemini-2.0-flash-exp,23,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,23,"NordVPN, ExpressVPN, CyberGhost, ProtonVPN, Surfshark, Private Internet Access, IPVanish, TunnelBear, Mullvad, Windscribe"
llama-v3p1-70b-instruct,23,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, Surfshark, Hotspot Shield, ProtonVPN, StrongVPN"
deepseek-v3,23,"NordVPN, ExpressVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, ProtonVPN, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,24,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Windscribe, TunnelBear, VyprVPN"
gemini-2.0-flash-exp,24,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, TunnelBear"
claude-3-5-sonnet-latest,24,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, IPVanish, Private Internet Access, TunnelBear, HideMyAss, Windscribe"
llama-v3p1-70b-instruct,24,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, ProtonVPN, Hotspot Shield, Surfshark, PureVPN"
deepseek-v3,24,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, VyprVPN"
chatgpt-4o-latest,25,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, TunnelBear, ProtonVPN, Windscribe, VyprVPN"
gemini-2.0-flash-exp,25,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, Windscribe, TunnelBear"
claude-3-5-sonnet-latest,25,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, Private Internet Access, IPVanish, Mullvad, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,25,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, Private Internet Access, IPVanish, CyberGhost, Hotspot Shield, PureVPN, Surfshark"
deepseek-v3,25,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, ProtonVPN, Hotspot Shield, VyprVPN, TunnelBear"
chatgpt-4o-latest,26,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,26,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,26,"NordVPN, ExpressVPN, Surfshark, CyberGhost, ProtonVPN, IPVanish, Private Internet Access, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,26,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, Hotspot Shield, Surfshark, VyprVPN"
deepseek-v3,26,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, Hotspot Shield, IPVanish, VyprVPN, TunnelBear, ProtonVPN"
chatgpt-4o-latest,27,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, Proton VPN, IPVanish, Mullvad, Windscribe, TunnelBear"
gemini-2.0-flash-exp,27,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Mullvad, Hotspot Shield"
claude-3-5-sonnet-latest,27,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Mullvad, TunnelBear, Windscribe"
llama-v3p1-70b-instruct,27,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, IPVanish, CyberGhost, Hotspot Shield, ProtonVPN, StrongVPN, Surfshark"
deepseek-v3,27,"NordVPN, ExpressVPN, CyberGhost, Surfshark, IPVanish, Private Internet Access, VyprVPN, ProtonVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,28,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Hotspot Shield, TunnelBear, Windscribe"
gemini-2.0-flash-exp,28,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Atlas VPN, Proton VPN, Hotspot Shield, Windscribe"
claude-3-5-sonnet-latest,28,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, IPVanish, TunnelBear, Private Internet Access, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,28,"ExpressVPN, NordVPN, TunnelBear, Private Internet Access, CyberGhost, IPVanish, StrongVPN, Hotspot Shield, ProtonVPN, Surfshark"
deepseek-v3,28,"ExpressVPN, NordVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, Hotspot Shield, VyprVPN, TunnelBear, ProtonVPN"
chatgpt-4o-latest,29,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, TunnelBear, Windscribe"
gemini-2.0-flash-exp,29,"ExpressVPN, NordVPN, Surfshark, CyberGhost, IPVanish, Private Internet Access, Atlas VPN, Proton VPN, Mullvad, Windscribe"
claude-3-5-sonnet-latest,29,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, IPVanish, Private Internet Access, Mullvad, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,29,"ExpressVPN, NordVPN, CyberGhost, Private Internet Access, TunnelBear, ProtonVPN, IPVanish, StrongVPN, Surfshark, VyprVPN"
deepseek-v3,29,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, VyprVPN, ProtonVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,30,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Windscribe, TunnelBear"
gemini-2.0-flash-exp,30,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Mullvad, Hide me"
claude-3-5-sonnet-latest,30,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, Mullvad, TunnelBear, VyprVPN"
llama-v3p1-70b-instruct,30,"ExpressVPN, NordVPN, ProtonVPN, Private Internet Access, TunnelBear, Surfshark, CyberGhost, IPVanish, Mullvad, Windscribe"
deepseek-v3,30,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, ProtonVPN, IPVanish, VyprVPN, Hotspot Shield, TunnelBear"
chatgpt-4o-latest,31,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, VyprVPN, IPVanish, TunnelBear, Windscribe"
gemini-2.0-flash-exp,31,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, Proton VPN, Mullvad VPN, Atlas VPN, Hotspot Shield"
claude-3-5-sonnet-latest,31,"ExpressVPN, NordVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,31,"ExpressVPN, NordVPN, ProtonVPN, TunnelBear, Surfshark, Private Internet Access, CyberGhost, IPVanish, Hotspot Shield, Mullvad"
deepseek-v3,31,"NordVPN, ExpressVPN, Surfshark, CyberGhost, Private Internet Access, IPVanish, ProtonVPN, TunnelBear, Hotspot Shield, VyprVPN"
chatgpt-4o-latest,32,"ExpressVPN, NordVPN, Surfshark, CyberGhost, Private Internet Access, ProtonVPN, IPVanish, Windscribe, VyprVPN, TunnelBear"
gemini-2.0-flash-exp,32,"NordVPN, ExpressVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, ProtonVPN, Atlas VPN, Hotspot Shield, Mullvad"
claude-3-5-sonnet-latest,32,"NordVPN, ExpressVPN, Surfshark, ProtonVPN, CyberGhost, Private Internet Access, IPVanish, TunnelBear, Windscribe, VyprVPN"
llama-v3p1-70b-instruct,32,"ExpressVPN, NordVPN, Private Internet Access, TunnelBear, CyberGhost, IPVanish, StrongVPN, Surfshark, Hotspot Shield, ProtonVPN"
deepseek-v3,32,"ExpressVPN, NordVPN, CyberGhost, Surfshark, Private Internet Access, IPVanish, Hotspot Shield, ProtonVPN, TunnelBear, VyprVPN"
